Subject,Topic,Subtopic,Question,Explanation,Option A,Option B,Option C,Option D,Correct Option
General Microbiology,General,General Microbiology,Which organism cannot be cultured on artificial media?,"Mycobacterium leprae requires living cells or tissue (e.g., armadillo footpads) as it cannot grow in artificial media.",Mycobacterium leprae,Staphylococcus aureus,Mycobacterium tuberculosis,Streptococcus pneumoniae,A
General Microbiology,General,General Microbiology,Which culture medium distinguishes lactose fermenters from non-lactose fermenters?,MacConkey agar differentiates lactose fermenters (pink colonies) from non-lactose fermenters (colorless) through pH indicator response.,Bile salt agar,Thayer-Martin agar,Sabouraud Dextrose Agar,MacConkey agar,D
General Microbiology,General,General Microbiology,Plasma sterilization is performed using which agent?,"Plasma sterilization, often with hydrogen peroxide, is suited for heat-sensitive medical devices and ensures broad sterilization.",Ethylene oxide,Gamma rays,Hydrogen peroxide,Ultraviolet radiation,C
General Microbiology,General,General Microbiology,Which medium is used for identifying Salmonella?,"Wilson & Blair medium supports the growth of Salmonella, producing distinct black colonies due to H2S production.",PLET medium,BCYE medium,Wilson & Blair medium,Stuart's medium,C
General Microbiology,General,General Microbiology,A child presents with a white pseudomembrane in the throat. Which staining sequence is used for identifying Corynebacterium diphtheriae?,"The Gram stain sequence, starting with crystal violet and ending with safranin, differentiates gram-positive Corynebacterium diphtheriae.","1,2,5,7","6,3,7,4","7,6,4,3","3,2,1,7",C
General Microbiology,General,General Microbiology,A stool sample from an HIV patient shows acid-fast oocysts. Which staining sequence is used?,"Kinyoun staining, a cold acid-fast technique, is commonly used for detecting acid-fast oocysts like Cryptosporidium in stool samples.","Crystal violet, iodine, acid alcohol, carbol fuchsin","Kinyoun carbol fuchsin, acid alcohol, methylene blue","Methanol, dilute carbol fuchsin, acid alcohol, crystal violet","Methylene blue, iodine, acid alcohol, carbol fuchsin",B
Physiology,General Physiology,General Physiology,The patient presented with heat stroke symptoms. Which symptom would not be observed?,Sweating is typically absent in heat stroke due to impaired thermoregulation.,Tachypnea,Hypotension,Sweating,Red hot skin,C
Physiology,General Physiology,General Physiology,"In the pressure-volume curve, what does a reading of zero pressure imply?",Functional residual capacity (FRC) represents the balance point between the lung's collapse tendency and chest wall expansion.,Residual volume,Functional residual capacity,Tidal volume,Inspiratory reserve volume,B
Physiology,General Physiology,General Physiology,Where is the signaling sequence located in a type 2 membrane protein with N-terminal facing cytoplasm?,"The signaling sequence in type 2 membrane proteins is typically embedded in the membrane, anchoring the N-terminus in the cytoplasm.",Inside the membrane,At the C-terminal,At the N-terminal,Both inside the membrane and at C-terminal,A
Physiology,General Physiology,General Physiology,What is the typical amount of water loss through insensible means?,"Normal insensible water loss is about 30-50 mL/hour in adults, depending on factors like temperature and activity.",100 mL/hour,150 mL/hour,50 mL/hour,200 mL/hour,C
Physiology,General Physiology,General Physiology,"Vessel A has length L and diameter D, and vessel B has 2L and 2D. What is the flow through B compared to A?",Flow rate is proportional to the radius raised to the fourth power. Doubling the radius increases flow by 8 times.,4 times,8 times,16 times,32 times,B
Physiology,General Physiology,General Physiology,What is the oncotic pressure value of normal tissue?,"Oncotic pressure, driven mainly by plasma proteins like albumin, is around 25 mmHg in healthy tissue.",12 mmHg,25 mmHg,32 mmHg,54 mmHg,B
Physiology,General Physiology,General Physiology,Assertion: RMP depends on proteins and phosphate ions. Reason: Diffusion potential can be calculated using Nernst equation.,"Both statements are true, but the reason does not explain why RMP depends on proteins and phosphate ions.","Both true, Reason is not the explanation of assertion",Assertion true,"Both true, Reason is the explanation of assertion",Reason true,A
Physiology,General Physiology,General Physiology,Calculate the sodium deficit in a 70 kg man with a sodium level of 120 mEq/L.,Sodium Deficit = (Desired Na - Current Na) x Body Weight (kg) x 0.6. Calculation yields 840 mEq.,280 mEq,480 mEq,840 mEq,1400 mEq,C
Physiology,General Physiology,General Physiology,"A fluid sample has Na: 10 mEq/L, K: 140 mEq/L, Cl: 4 mEq/L. Identify the compartment.","Intracellular fluid has high K+ and low Na+, matching this sample.",Interstitial,Intracellular fluid,Extracellular fluid,Plasma,B
Physiology,General Physiology,General Physiology,Which cell organelle is involved in destroying bacteria and viruses?,Lysosomes contain enzymes that break down pathogens.,Peroxisomes,Lysosomes,Golgi complex,Ribosomes,B
Physiology,General Physiology,General Physiology,"In a hot environment of 47ºC, what is the main mechanism of heat loss?",Sweating and evaporation are the primary methods of heat loss in high temperatures.,Radiation,Conduction,Convection,Sweating,D
Physiology,General Physiology,General Physiology,Which one is not considered a dietary fiber?,Gums are thickening agents but do not provide the health benefits of dietary fibers.,Cellulose,Inulin,Pectin,Gums,D
Physiology,General Physiology,General Physiology,How is glucose absorbed in the intestine?,"Glucose absorption uses secondary active transport, coupled with sodium.",Primary active transport,Facilitated diffusion,Simple diffusion,Secondary active transport,D
Physiology,General Physiology,General Physiology,Which molecular motor does rabies virus use to reach the CNS?,Rabies virus utilizes dynein for retrograde transport along neurons to the CNS.,Kinesin,Dynein,Actin,Myosin,B
Physiology,General Physiology,General Physiology,Why is glucose added to sodium in ORS?,Glucose enhances sodium absorption via co-transport in the intestines.,Co-transport,Osmosis,Facilitated diffusion,Primary active transport,A
Physiology,General Physiology,General Physiology,In which phase of the cardiac cycle is the 'c' wave in JVP observed?,"The 'c' wave appears during isovolumetric contraction, reflecting transient increase in atrial pressure.",Iso-volumetric contraction,Slow filling at end of diastole,End of systole,Start of diastole,A
Physiology,General Physiology,General Physiology,What is the most effective stimulus for increasing aldosterone secretion?,High potassium (hyperkalemia) is the strongest stimulator of aldosterone release.,Hyperkalemia,ACTH,Hypernatremia,Exogenous steroid,A
Physiology,General Physiology,General Physiology,What transports Fe2+ into enterocytes?,Divalent metal transporter 1 (DMT1) helps transport Fe2+ into enterocytes.,Ferroportin,Hephaestin,Divalent metal transporter 1,Divalent metal transporter 2,C
Physiology,General Physiology,General Physiology,Which is not a nuclear signaling pathway?,Rat proteins are not part of nuclear signaling.,Caveolins,NF-kB,Importins,Rat proteins,D
Physiology,General Physiology,General Physiology,Which is incorrect regarding Cuthbertson's metabolic response to trauma?,"The flow phase, not the ebb phase, activates immune responses and the hepatic acute-phase response.",Ebb phase reduces body temperature and oxygen consumption,Flow phase follows resuscitation,Ebb phase reduces energy depletion,Ebb phase activates immune system and hepatic response,D
Physiology,General Physiology,General Physiology,Baroreceptor provides __________.,Baroreceptors maintain blood pressure homeostasis through negative feedback.,Negative feedback,Positive feedback,Both negative and positive feedback,Feedforward control,A
